Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
535,Declan Rice,eng ENG,MF,West Ham,20,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435),Unverified estimation,1c7012b8
536,Jack Simpson,eng ENG,DF,Bournemouth,22,£ 3077 (€ 3542 $3882),£ 160000 (€ 184181 $201889),Unverified estimation,76fa5f80
537,Daniel Bachmann,at AUT,GK,Watford,25,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979),Unverified estimation,1c0eea98
538,Bright Enobakhare,ng NGA,CF,Wolves,21,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979),,dccefdd4
539,Harry Burgoyne,eng ENG,GK,Wolves,22,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979),Unverified estimation,710d9ad1
540,George Thomas,wls WAL,RW,Leicester City,22,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979),Unverified estimation,7ef24097
541,Jamie Sterry,eng ENG,RB,Newcastle,24,£ 2115 (€ 2523 $2571),£ 110000 (€ 131182 $133674),Unverified estimation,f13d0f83
542,Jamie Cumming,eng ENG,GK,Chelsea,20,£ 2115 (€ 2523 $2571),£ 110000 (€ 131182 $133674),Unverified estimation,f745cf49
543,Yan Valery,tn TUN,DFMF,Southampton,20,£ 1923 (€ 2293 $2337),£ 100000 (€ 119256 $121522),Unverified estimation,531a4aa8
544,Todd Cantwell,eng ENG,MF,Norwich City,21,£ 1538 (€ 1835 $1870),£ 80000 (€ 95405 $97218),Unverified estimation,f63d8a4b
545,Morgan Gibbs-White,eng ENG,MF,Wolves,19,£ 1538 (€ 1835 $1870),£ 80000 (€ 95405 $97218),Unverified estimation,32f60ed8
546,Ming-yang Yang,ch SUI,CM,Wolves,24,£ 1346 (€ 1605 $1636),£ 70000 (€ 83480 $85065),Unverified estimation,3755b9f6
547,Matija Šarkić,me MNE,GK,Aston Villa,22,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761),,a89e7b29
548,Enzo Loiodice,fr FRA,CM,Wolves,19,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761),,6bca20fe
549,Max Kilman,eng ENG,DF,Wolves,22,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761),Unverified estimation,d0f72bf1
550,Matthew Longstaff,eng ENG,MF,Newcastle,19,£ 769 (€ 917 $935),£ 40000 (€ 47703 $48609),,c0027d2d
551,Sean Longstaff,eng ENG,MF,Newcastle,21,£ 769 (€ 917 $935),£ 40000 (€ 47703 $48609),Unverified estimation,a2b105e0
552,Michael Obafemi,ie IRL,FW,Southampton,19,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457),Unverified estimation,caa1a7f0
553,Dion-Curtis Henry,eng ENG,GK,Crystal Palace,21,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457),Unverified estimation,156bb589
554,Dwight McNeil,eng ENG,MF,Burnley,19,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457),Unverified estimation,fc15fb84
555,Andrew Crofts,wls WAL,CM,Brighton,35,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457),Unverified estimation,5ba16a76
